code,name,total,date
040000000001,Красноярский край,,2021-10-01
040000000001,Красноярский край,,2021-11-01
040000000001,Красноярский край,,2021-12-01
050000000001,Приморский край,34482,2009-01-01
050000000001,Приморский край,39858,2009-02-01
050000000001,Приморский край,41647,2009-03-01
050000000001,Приморский край,40948,2009-04-01
050000000001,Приморский край,39944,2009-05-01
050000000001,Приморский край,38678,2009-06-01
050000000001,Приморский край,38503,2009-07-01
050000000001,Приморский край,37627,2009-08-01
050000000001,Приморский край,35329,2009-09-01
050000000001,Приморский край,33073,2009-10-01
050000000001,Приморский край,33588,2009-11-01
050000000001,Приморский край,37600,2009-12-01
050000000001,Приморский край,38030,2010-01-01
050000000001,Приморский край,38748,2010-02-01
050000000001,Приморский край,36946,2010-03-01
050000000001,Приморский край,35097,2010-04-01
050000000001,Приморский край,33446,2010-05-01
050000000001,Приморский край,30370,2010-06-01
050000000001,Приморский край,28995,2010-07-01
050000000001,Приморский край,27130,2010-08-01
050000000001,Приморский край,24914,2010-09-01
050000000001,Приморский край,22695,2010-10-01
050000000001,Приморский край,23429,2010-11-01
050000000001,Приморский край,25718,2010-12-01
050000000001,Приморский край,25731,2011-01-01
050000000001,Приморский край,26659,2011-02-01
050000000001,Приморский край,26598,2011-03-01
050000000001,Приморский край,25354,2011-04-01
050000000001,Приморский край,25029,2011-05-01
050000000001,Приморский край,23753,2011-06-01
050000000001,Приморский край,23270,2011-07-01
050000000001,Приморский край,22492,2011-08-01
050000000001,Приморский край,21323,2011-09-01
050000000001,Приморский край,19224,2011-10-01
050000000001,Приморский край,19398,2011-11-01
050000000001,Приморский край,20699,2011-12-01
050000000001,Приморский край,20539,2012-01-01
050000000001,Приморский край,21351,2012-02-01
050000000001,Приморский край,21453,2012-03-01
050000000001,Приморский край,20646,2012-04-01
050000000001,Приморский край,21287,2012-05-01
050000000001,Приморский край,20384,2012-06-01
050000000001,Приморский край,19825,2012-07-01
050000000001,Приморский край,19545,2012-08-01
050000000001,Приморский край,18571,2012-09-01
050000000001,Приморский край,17025,2012-10-01
050000000001,Приморский край,16967,2012-11-01
050000000001,Приморский край,18044,2012-12-01
050000000001,Приморский край,18239,2013-01-01
050000000001,Приморский край,19302,2013-02-01
050000000001,Приморский край,19065,2013-03-01
050000000001,Приморский край,18934,2013-04-01
050000000001,Приморский край,19213,2013-05-01
050000000001,Приморский край,18452,2013-06-01
050000000001,Приморский край,17817,2013-07-01
050000000001,Приморский край,17234,2013-08-01
050000000001,Приморский край,16029,2013-09-01
050000000001,Приморский край,14513,2013-10-01
050000000001,Приморский край,14564,2013-11-01
050000000001,Приморский край,15741,2013-12-01
050000000001,Приморский край,15617,2014-01-01
050000000001,Приморский край,16019,2014-02-01
050000000001,Приморский край,15996,2014-03-01
050000000001,Приморский край,15876,2014-04-01
050000000001,Приморский край,16548,2014-05-01
050000000001,Приморский край,15901,2014-06-01
050000000001,Приморский край,15859,2014-07-01
050000000001,Приморский край,15246,2014-08-01
050000000001,Приморский край,14282,2014-09-01
050000000001,Приморский край,12706,2014-10-01
050000000001,Приморский край,12649,2014-11-01
050000000001,Приморский край,13783,2014-12-01
050000000001,Приморский край,13979,2015-01-01
050000000001,Приморский край,15258,2015-02-01
050000000001,Приморский край,15316,2015-03-01
050000000001,Приморский край,15562,2015-04-01
050000000001,Приморский край,16779,2015-05-01
050000000001,Приморский край,16577,2015-06-01
050000000001,Приморский край,16844,2015-07-01
050000000001,Приморский край,16757,2015-08-01
050000000001,Приморский край,16162,2015-09-01
050000000001,Приморский край,14636,2015-10-01
050000000001,Приморский край,15040,2015-11-01
050000000001,Приморский край,16504,2015-12-01
050000000001,Приморский край,16059,2016-01-01
050000000001,Приморский край,16972,2016-02-01
050000000001,Приморский край,16805,2016-03-01
050000000001,Приморский край,16286,2016-04-01
050000000001,Приморский край,16856,2016-05-01
050000000001,Приморский край,16655,2016-06-01
050000000001,Приморский край,16629,2016-07-01
050000000001,Приморский край,16002,2016-08-01
050000000001,Приморский край,15353,2016-09-01
050000000001,Приморский край,13427,2016-10-01
050000000001,Приморский край,13558,2016-11-01
050000000001,Приморский край,14702,2016-12-01
050000000001,Приморский край,14416,2017-01-01
050000000001,Приморский край,15059,2017-02-01
